Dest_Id,Pincode,Name,State_
,110000,DELHI,DELHI
,110001,DELHI,DELHI
,110002,DELHI,DELHI
,110003,DELHI,DELHI
,110004,DELHI,DELHI
,110005,DELHI,DELHI
,110006,DELHI,DELHI
,110007,DELHI,DELHI
,110008,DELHI,DELHI
,110009,DELHI,DELHI
,110010,DELHI,DELHI
,110011,DELHI,DELHI
,110012,DELHI,DELHI
,110013,DELHI,DELHI
,110014,DELHI,DELHI
,110015,DELHI,DELHI
,110016,DELHI,DELHI
,110017,DELHI,DELHI
,110018,DELHI,DELHI
,110019,DELHI,DELHI
,110020,DELHI,DELHI
,110021,DELHI,DELHI
,110022,DELHI,DELHI
,110023,DELHI,DELHI
,110024,DELHI,DELHI
,110025,DELHI,DELHI
,110026,DELHI,DELHI
,110027,DELHI,DELHI
,110028,DELHI,DELHI
,110029,DELHI,DELHI
,110030,DELHI,DELHI
,110031,DELHI,DELHI
,110032,DELHI,DELHI
,110033,DELHI,DELHI
,110034,DELHI,DELHI
,110035,DELHI,DELHI
,110036,DELHI,DELHI
,110037,DELHI,DELHI
,110038,DELHI,DELHI
,110039,DELHI,DELHI
,110040,DELHI,DELHI
,110041,DELHI,DELHI
,110042,DELHI,DELHI
,110043,DELHI,DELHI
,110044,DELHI,DELHI
,110045,DELHI,DELHI
,110046,DELHI,DELHI
,110047,DELHI,DELHI
,110048,DELHI,DELHI
,110049,DELHI,DELHI
,110050,DELHI,DELHI
,110051,DELHI,DELHI
,110052,DELHI,DELHI
,110053,DELHI,DELHI
,110054,DELHI,DELHI
,110055,DELHI,DELHI
,110056,DELHI,DELHI
,110057,DELHI,DELHI
,110058,DELHI,DELHI
,110059,DELHI,DELHI
,110060,DELHI,DELHI
,110061,DELHI,DELHI
,110062,DELHI,DELHI
,110063,DELHI,DELHI
,110064,DELHI,DELHI
,110065,DELHI,DELHI
,110066,DELHI,DELHI
,110067,DELHI,DELHI
,110068,DELHI,DELHI
,110069,DELHI,DELHI
,110070,DELHI,DELHI
,110071,DELHI,DELHI
,110072,DELHI,DELHI
,110073,DELHI,DELHI
,110074,DELHI,DELHI
,110075,DELHI,DELHI
,110076,DELHI,DELHI
,110077,DELHI,DELHI
,110078,DELHI,DELHI
,110081,DELHI,DELHI
,110082,DELHI,DELHI
,110083,DELHI,DELHI
,110084,DELHI,DELHI
,110085,DELHI,DELHI
,110086,DELHI,DELHI
,110087,DELHI,DELHI
,110088,DELHI,DELHI
,110091,DELHI,DELHI
,110092,DELHI,DELHI
,110093,DELHI,DELHI
,110094,DELHI,DELHI
,110095,DELHI,DELHI
,110096,DELHI,DELHI
,110110,DELHI,DELHI
,110301,DELHI,DELHI
,110505,DELHI,DELHI
,120001,GURGAON,HARYANA
,120002,GURGAON,HARYANA
,121001,FARIDABAD,HARYANA
,121002,FARIDABAD,HARYANA
,121003,FARIDABAD,HARYANA
,121004,FARIDABAD,HARYANA
,121005,FARIDABAD,HARYANA
,121006,FARIDABAD,HARYANA
,121007,FARIDABAD,HARYANA
,121008,FARIDABAD,HARYANA
,121009,FARIDABAD,HARYANA
,121012,FARIDABAD,HARYANA
,121101,FARIDABAD,HARYANA
,121102,FARIDABAD,HARYANA
,121104,FARIDABAD,HARYANA
,121105,FARIDABAD,HARYANA
,122001,GURGAON,HARYANA
,122002,GURGAON,HARYANA
,122003,GURGAON,HARYANA
,122004,GURGAON,HARYANA
,122005,GURGAON,HARYANA
,122006,GURGAON,HARYANA
,122007,GURGAON,HARYANA
,122008,GURGAON,HARYANA
,122009,GURGAON,HARYANA
,122010,GURGAON,HARYANA
,122011,GURGAON,HARYANA
,122012,GURGAON,HARYANA
,122013,GURGAON,HARYANA
,122014,GURGAON,HARYANA
,122015,GURGAON,HARYANA
,122016,GURGAON,HARYANA
,122017,GURGAON,HARYANA
,122018,GURGAON,HARYANA
,122019,GURGAON,HARYANA
,122020,GURGAON,HARYANA
,122021,GURGAON,HARYANA
,122022,GURGAON,HARYANA
,122023,GURGAON,HARYANA
,122024,GURGAON,HARYANA
,122025,GURGAON,HARYANA
,122026,GURGAON,HARYANA
,122027,GURGAON,HARYANA
,122028,GURGAON,HARYANA
,122029,GURGAON,HARYANA
,122030,GURGAON,HARYANA
,122031,GURGAON,HARYANA
,122032,GURGAON,HARYANA
,122033,GURGAON,HARYANA
,122036,GURGAON,HARYANA
,122050,MANESAR,HARYANA
,122051,MANESAR,HARYANA
,122101,GURGAON,HARYANA
,122102,GURGAON,HARYANA
,122103,SOHNA,HARYANA
,122106,DELHI,DELHI
,122107,GURGAON,HARYANA
,122413,GURGAON,HARYANA
,122503,GURGAON,HARYANA
,122504,DHARUHERA,HARYANA
,122505,GURGAON,HARYANA
,122506,GURGAON,HARYANA
,123001,NAGAUR,HARYANA
,123021,NARNAUL,HARYANA
,123023,NARNAUL,HARYANA
,123024,NARNAUL,HARYANA
,123027,NARNAUL,HARYANA
,123029,NARNAUL,HARYANA
,123101,REWARI,HARYANA
,123106,GURGAON,HARYANA
,123302,NARNAUL,HARYANA
,123306,FATEHABAD,HARYANA
,123401,REWARI,HARYANA
,123414,REWARI,HARYANA
,123501,REWARI,HARYANA
,124001,ROHTAK,HARYANA
,124071,SIKANDRABAD,UTTAR PRADESH
,124103,JHAJJAR,HARYANA
,124112,ROHTAK,HARYANA
,124113,ROHTAK,HARYANA
,124142,JHAJJAR,HARYANA
,124201,JHAJJAR,HARYANA
,124501,ROHTAK,HARYANA
,124507,BAHADURGARH,HARYANA
,125001,HISSAR,HARYANA
,125002,HISSAR,HARYANA
,125003,HISSAR,HARYANA
,125004,HISSAR,HARYANA
,125005,HISSAR,HARYANA
,125006,HISSAR,HARYANA
,125011,HISSAR,HARYANA
,125021,BAHADURGARH,HARYANA
,125033,HANSI,HARYANA
,125034,SIRSA,HARYANA
,125039,HISSAR,HARYANA
,125046,BHIWANI,HARYANA
,125047,HISSAR,HARYANA
,125050,FATEHABAD,HARYANA
,125051,HISSAR,HARYANA
,125052,HISSAR,HARYANA
,125053,FATEHABAD,HARYANA
,125055,SIRSA,HARYANA
,125075,SIRSA,HARYANA
,125076,SIRSA,HARYANA
,125102,SIRSA,HARYANA
,125104,SIRSA,HARYANA
,125111,FATEHABAD,HARYANA
,125112,HISSAR,HARYANA
,125113,HISSAR,HARYANA
,125120,FATEHABAD,PUNJAB
,125121,HISSAR,HARYANA
,125133,FATEHABAD,HARYANA
,125201,SIRSA,HARYANA
,126008,FATEHABAD,HARYANA
,126102,JIND,HARYANA
,126112,JIND,HARYANA
,126115,JIND,HARYANA
,126116,FATEHABAD,HARYANA
,127021,BHIWANI,HARYANA
,127028,BHIWANI,HARYANA
,127030,BHIWANI,HARYANA
,127040,BHIWANI,HARYANA
,127306,BHIWANI,HARYANA
,131001,SONEPAT,HARYANA
,131002,SONEPAT,HARYANA
,131021,SONEPAT,HARYANA
,131023,KUNDLI,HARYANA
,131027,MURTHAL,HARYANA
,131028,KUNDLI,HARYANA
,131029,RAI,HARYANA
,131038,PANIPAT,HARYANA
,131039,MURTHAL,HARYANA
,131101,GANNAUR,HARYANA
,131103,SONEPAT,HARYANA
,131301,SONEPAT,HARYANA
,131402,SONEPAT,HARYANA
,132001,KARNAL,HARYANA
,132002,KARNAL,HARYANA
,132021,SONEPAT,HARYANA
,132022,KARNAL,HARYANA
,132023,KARNAL,HARYANA
,132024,KARNAL,HARYANA
,132039,KARNAL,HARYANA
,132041,KARNAL,HARYANA
,132101,BHALGARH,HARYANA
,132103,PANIPAT,HARYANA
,132104,KARNAL,HARYANA
,132105,PANIPAT,HARYANA
,132106,PANIPAT,HARYANA
,132107,PANIPAT,HARYANA
,132108,KARNAL,HARYANA
,132113,PANIPAT,UTTAR PRADESH
,132114,PANIPAT,HARYANA
,132116,KARNAL,HARYANA
,132118,KARNAL,HARYANA
,132140,PANIPAT,HARYANA
,133001,AMBALA,HARYANA
,133002,AMBALA,HARYANA
,133003,AMBALA,HARYANA
,133004,AMBALA,HARYANA
,133005,AMBALA,HARYANA
,133007,AMBALA,HARYANA
,133101,AMBALA,HARYANA
,133102,AMBALA,HARYANA
,133103,SAHA,HARYANA
,133104,SAHA,HARYANA
,133106,AMBALA,HARYANA
,133201,AMBALA,HARYANA
,133203,SAHA,HARYANA
,133205,SAHA,HARYANA
,133302,PANCHKULA,HARYANA
,134001,DHARAMPUR,HIMACHAL PRADESH
,134002,SAHA,HARYANA
,134003,AMBALA,HARYANA
,134004,AMBALA,HARYANA
,134005,AMBALA,HARYANA
,134006,AMBALA,HARYANA
,134007,AMBALA,HARYANA
,134101,PINJORE,HARYANA
,134102,PINJORE,HIMACHAL PRADESH
,134104,PINJORE,HARYANA
,134107,PANCHKULA,HARYANA
,134109,PANCHKULA,HARYANA
,134112,PANCHKULA,HARYANA
,134113,PANCHKULA,HARYANA
,134114,PANCHKULA,HARYANA
,134115,PANCHKULA,HARYANA
,134116,PANCHKULA,HARYANA
,134117,PANCHKULA,HARYANA
,134118,AMBALA,HARYANA
,134126,PANCHKULA,HARYANA
,134134,PANCHKULA,HARYANA
,134202,AMBALA,HARYANA
,134203,AMBALA,HARYANA
,135001,YAMUNA NAGAR,HARYANA
,135002,YAMUNA NAGAR,HARYANA
,135003,YAMUNA NAGAR,HARYANA
,135102,YAMUNA NAGAR,HARYANA
,135133,JAGADHARI,HARYANA
,135173,JAGADHARI,HARYANA
,136020,KAITHAL,HARYANA
,136027,KAITHAL,HARYANA
,136034,KAITHAL,HARYANA
,136118,KURUKSHETRA,HARYANA
,136119,PIPLI,HARYANA
,136128,KURUKSHETRA,HARYANA
,136129,KURUKSHETRA,HARYANA
,136131,KURUKSHETRA,HARYANA
,136132,AMBALA,HARYANA
,136135,SHAHABAD MARKANDA,HARYANA
,140001,ROPAR,PUNJAB
,140011,DHARMKOT,PUNJAB
,140101,CHANDIGARH,PUNJAB
,140103,KURALI,PUNJAB
,140105,ZIRAKPUR,PUNJAB
,140112,PINJORE,HARYANA
,140118,AMBALA,HARYANA
,140124,AMBALA,HARYANA
,140125,AMBALA,PUNJAB
,140126,MOHALI,PUNJAB
,140201,AMBALA,HARYANA
,140301,MOHALI,PUNJAB
,140306,CHANDIGARH,PUNJAB
,140307,MOHALI,PUNJAB
,140308,MOHALI,PUNJAB
,140401,PATIALA,PUNJAB
,140406,SIRHIND,HARYANA
,140412,AMBALA,PUNJAB
,140501,AMBALA,HARYANA
,140507,DERA BASSI,PUNJAB
,140601,MOHALI,PUNJAB
,140603,MOHALI,PUNJAB
,140604,MOHALI,PUNJAB
,141001,LUDHIANA,PUNJAB
,141002,LUDHIANA,PUNJAB
,141003,LUDHIANA,PUNJAB
,141004,LUDHIANA,PUNJAB
,141005,LUDHIANA,PUNJAB
,141006,LUDHIANA,PUNJAB
,141007,LUDHIANA,PUNJAB
,141008,LUDHIANA,PUNJAB
,141009,LUDHIANA,PUNJAB
,141010,LUDHIANA,PUNJAB
,141011,LUDHIANA,PUNJAB
,141012,LUDHIANA,PUNJAB
,141014,LUDHIANA,PUNJAB
,141015,LUDHIANA,PUNJAB
,141020,LUDHIANA,PUNJAB
,141101,LUDHIANA,PUNJAB
,141105,LUDHIANA,PUNJAB
,141106,LUDHIANA,PUNJAB
,141109,LUDHIANA,PUNJAB
,141110,LUDHIANA,PUNJAB
,141112,LUDHIANA,PUNJAB
,141114,SAMRALA,PUNJAB
,141115,LUDHIANA,PUNJAB
,141116,LUDHIANA,PUNJAB
,141120,LUDHIANA,PUNJAB
,141123,LUDHIANA,PUNJAB
,141309,JALANDHAR,PUNJAB
,141310,NAKODAR,PUNJAB
,141401,KHANNA,PUNJAB
,141416,LUDHIANA,PUNJAB
,141418,LUDHIANA,PUNJAB
,141419,LUDHIANA,PUNJAB
,141420,LUDHIANA,PUNJAB
,141421,LUDHIANA,PUNJAB
,141601,AMBALA,HARYANA
,142001,MOGA,PUNJAB
,142021,LUDHIANA,PUNJAB
,142026,MOGA,PUNJAB
,142027,LUDHIANA,PUNJAB
,142029,LUDHIANA,PUNJAB
,142033,LUDHIANA,PUNJAB
,142038,BAGHAPURANA,PUNJAB
,142042,MALERKOTLA,PUNJAB
,142043,JALANDHAR,PUNJAB
,142047,FARIDKOT,PUNJAB
,142601,AMRITSAR,PUNJAB
,143001,AMRITSAR,PUNJAB
,143002,GURDASPUR,PUNJAB
,143003,AMRITSAR,PUNJAB
,143004,AMRITSAR,PUNJAB
,143005,AMRITSAR,PUNJAB
,143006,AMRITSAR,PUNJAB
,143022,AMRITSAR,PUNJAB
,143101,AMRITSAR,PUNJAB
,143102,AMRITSAR,PUNJAB
,143105,AMRITSAR,PUNJAB
,143112,RAYYA,PUNJAB
,143115,AMRITSAR,PUNJAB
,143201,AMRITSAR,PUNJAB
,143301,TARAN TARAN,PUNJAB
,143401,TARAN TARAN,PUNJAB
,143406,AMRITSAR,PUNJAB
,143408,AMRITSAR,PUNJAB
,143416,AMRITSAR,PUNJAB
,143422,TARAN TARAN,PUNJAB
,143501,AMRITSAR,PUNJAB
,143505,BATALA,PUNJAB
,143512,PATHANKOT,PUNJAB
,143516,AMRITSAR,PUNJAB
,143519,GURDASPUR,PUNJAB
,143521,GURDASPUR,PUNJAB
,143530,GURDASPUR,PUNJAB
,143531,AMRITSAR,PUNJAB
,143533,GURDASPUR,PUNJAB
,143534,PATHANKOT,PUNJAB
,143602,GURDASPUR,PUNJAB
,143604,GURDASPUR,PUNJAB
,144000,JALANDHAR,PUNJAB
,144001,JALANDHAR,PUNJAB
,144002,JALANDHAR,PUNJAB
,144003,JALANDHAR,PUNJAB
,144004,JALANDHAR,PUNJAB
,144005,JALANDHAR,PUNJAB
,144006,JALANDHAR,PUNJAB
,144007,JALANDHAR,PUNJAB
,144008,JALANDHAR,PUNJAB
,144009,JALANDHAR,PUNJAB
,144012,JALANDHAR,PUNJAB
,144019,JALANDHAR,PUNJAB
,144021,JALANDHAR,PUNJAB
,144022,JALANDHAR,PUNJAB
,144026,BEGOWAL,PUNJAB
,144039,JALANDHAR,PUNJAB
,144040,JALANDHAR,PUNJAB
,144102,ADAMPUR,PUNJAB
,144103,ADAMPUR,PUNJAB
,144121,KAPURTHALA,PUNJAB
,144201,BHOGPUR,PUNJAB
,144203,HOSHIARPUR,PUNJAB
,144204,HOSHIARPUR,PUNJAB
,144205,HOSHIARPUR,PUNJAB
,144207,HOSHIARPUR,PUNJAB
,144211,DASUYA,PUNJAB
,144216,MUKERIAN,PUNJAB
,144306,HOSHIARPUR,PUNJAB
,144401,PHAGWARA,PUNJAB
,144402,PHAGWARA,PUNJAB
,144407,KAPURTHALA,PUNJAB
,144409,LUDHIANA,PUNJAB
,144410,GORAYA,PUNJAB
,144416,JALANDHAR,PUNJAB
,144504,JALANDHAR,PUNJAB
,144505,NAWANSHAHAR,PUNJAB
,144514,NAWANSHAHAR,PUNJAB
,144521,NAWANSHAHAR,PUNJAB
,144527,NAWANSHAHAR,PUNJAB
,144533,CHANDIGARH,PUNJAB
,144601,KAPURTHALA,PUNJAB
,144602,AJNALA,PUNJAB
,144621,JALANDHAR,PUNJAB
,144632,KAPURTHALA,PUNJAB
,144701,JALANDHAR,PUNJAB
,144702,JALANDHAR,PUNJAB
,144801,JALANDHAR,PUNJAB
,145001,PATHANKOT,PUNJAB
,145023,PATHANKOT,PUNJAB
,145025,GURDASPUR,PUNJAB
,146001,HOSHIARPUR,PUNJAB
,146105,MAHILPUR,PUNJAB
,146416,SANGLI,MAHARASHTRA
,147001,PATIALA,PUNJAB
,147002,PATIALA,PUNJAB
,147003,PATIALA,PUNJAB
,147004,PATIALA,PUNJAB
,147100,PATIALA,PUNJAB
,147101,PATIALA,PUNJAB
,147105,PATIALA,PUNJAB
,147111,PATIALA,HARYANA
,147201,PATIALA,PUNJAB
,147202,PATIALA,HIMACHAL PRADESH
,147203,KHANNA,PUNJAB
,147301,MANDIGOVINDGARH,PUNJAB
,147302,MANDIGOVINDGARH,PUNJAB
,148001,SANGRUR,PUNJAB
,148021,SANGRUR,PUNJAB
,148022,SANGRUR,HARYANA
,148023,MALERKOTLA,PUNJAB
,148024,SANGRUR,PUNJAB
,148026,BHAWANIGARH,PUNJAB
,148028,SANGRUR,PUNJAB
,148101,LUDHIANA,PUNJAB
,148107,BARNALA,PUNJAB
,148108,BARNALA,PUNJAB
,151001,BHATINDA,PUNJAB
,151002,BHATINDA,PUNJAB
,151003,BHATINDA,PUNJAB
,151005,FIROZPUR,PUNJAB
,151103,BHATINDA,PUNJAB
,151202,JAITU,PUNJAB
,151203,FARIDKOT,PUNJAB
,151204,FARIDKOT,PUNJAB
,151301,BHATINDA,PUNJAB
,151501,BHATINDA,PUNJAB
,151502,BHATINDA,PUNJAB
,151504,BHATINDA,PUNJAB
,151505,LUDHIANA,PUNJAB
,151506,BHATINDA,PUNJAB
,151507,BHATINDA,PUNJAB
,151509,BHATINDA,PUNJAB
,152001,LUDHIANA,PUNJAB
,152002,FIROZPUR,PUNJAB
,152026,MUKTSAR,PUNJAB
,152101,GIDDARBHA,PUNJAB
,152107,MALOUT,PUNJAB
,152116,ABOHAR,PUNJAB
,152123,FIROZPUR,PUNJAB
,160001,CHANDIGARH,PUNJAB
,160002,CHANDIGARH,PUNJAB
,160003,CHANDIGARH,PUNJAB
,160005,MOHALI,PUNJAB
,160008,CHANDIGARH,PUNJAB
,160009,CHANDIGARH,PUNJAB
,160010,CHANDIGARH,PUNJAB
,160011,CHANDIGARH,PUNJAB
,160012,CHANDIGARH,PUNJAB
,160013,CHANDIGARH,PUNJAB
,160014,CHANDIGARH,PUNJAB
,160015,CHANDIGARH,PUNJAB
,160017,CHANDIGARH,PUNJAB
,160018,CHANDIGARH,PUNJAB
,160019,CHANDIGARH,PUNJAB
,160020,CHANDIGARH,PUNJAB
,160022,CHANDIGARH,PUNJAB
,160023,CHANDIGARH,PUNJAB
,160024,CHANDIGARH,PUNJAB
,160025,CHANDIGARH,PUNJAB
,160026,CHANDIGARH,PUNJAB
,160027,CHANDIGARH,PUNJAB
,160028,CHANDIGARH,PUNJAB
,160029,CHANDIGARH,PUNJAB
,160030,CHANDIGARH,PUNJAB
,160031,CHANDIGARH,PUNJAB
,160032,CHANDIGARH,PUNJAB
,160033,CHANDIGARH,PUNJAB
,160034,CHANDIGARH,PUNJAB
,160036,CHANDIGARH,PUNJAB
,160037,CHANDIGARH,PUNJAB
,160038,CHANDIGARH,PUNJAB
,160039,CHANDIGARH,PUNJAB
,160040,CHANDIGARH,PUNJAB
,160041,CHANDIGARH,PUNJAB
,160042,CHANDIGARH,PUNJAB
,160043,CHANDIGARH,PUNJAB
,160044,CHANDIGARH,PUNJAB
,160045,CHANDIGARH,PUNJAB
,160046,CHANDIGARH,PUNJAB
,160047,CHANDIGARH,PUNJAB
,160048,CHANDIGARH,PUNJAB
,160049,CHANDIGARH,PUNJAB
,160052,CHANDIGARH,PUNJAB
,160054,MOHALI,PUNJAB
,160055,MOHALI,PUNJAB
,160056,MOHALI,PUNJAB
,160057,MOHALI,PUNJAB
,160058,MOHALI,PUNJAB
,160059,MOHALI,PUNJAB
,160060,NANGAL,PUNJAB
,160061,MOHALI,PUNJAB
,160062,MOHALI,PUNJAB
,160064,MOHALI,PUNJAB
,160065,MOHALI,PUNJAB
,160066,MOHALI,PUNJAB
,160067,MOHALI,PUNJAB
,160068,MOHALI,PUNJAB
,160069,MOHALI,PUNJAB
,160070,MOHALI,PUNJAB
,160071,MOHALI,PUNJAB
,160073,MOHALI,PUNJAB
,160078,MOHALI,PUNJAB
,160101,CHANDIGARH,PUNJAB
,160102,CHANDIGARH,HARYANA
,160103,MOHALI,PUNJAB
,160104,PANCHKULA,HARYANA
,161101,MOULI JAGRAN,PUNJAB
,171001,SHIMLA,HIMACHAL PRADESH
,171002,CHANDIGARH,HIMACHAL PRADESH
,171003,BILASPUR  ( H.P.),HIMACHAL PRADESH
,171004,SHIMLA,HIMACHAL PRADESH
,171005,SHIMLA,HIMACHAL PRADESH
,171006,SHIMLA,HIMACHAL PRADESH
,171007,SHIMLA,HIMACHAL PRADESH
,171008,SHIMLA,HIMACHAL PRADESH
,171009,SHIMLA,HIMACHAL PRADESH
,171010,SHIMLA,HIMACHAL PRADESH
,171011,SHIMLA,HIMACHAL PRADESH
,171012,SHIMLA,HIMACHAL PRADESH
,171019,SHIMLA,HIMACHAL PRADESH
,171102,SHIMLA,HIMACHAL PRADESH
,171201,SHIMLA,HIMACHAL PRADESH
,171207,SHIMLA,HIMACHAL PRADESH
,171304,MANDI,HIMACHAL PRADESH
,172001,SHIMLA,HIMACHAL PRADESH
,172021,SHIMLA,HIMACHAL PRADESH
,172023,SHIMLA,HIMACHAL PRADESH
,172024,SHIMLA,HIMACHAL PRADESH
,172201,SHIMLA,HIMACHAL PRADESH
,173001,SANGRUR,PUNJAB
,173021,NAHAN,HIMACHAL PRADESH
,173025,PAONTA SAHIB,HIMACHAL PRADESH
,173030,KALA AMB,HARYANA
,173201,DHARAMPUR,HIMACHAL PRADESH
,173202,DHARAMPUR,HIMACHAL PRADESH
,173204,DHARAMPUR,HARYANA
,173205,BADDI,HIMACHAL PRADESH
,173206,SOLAN,HIMACHAL PRADESH
,173209,DHARAMPUR,HIMACHAL PRADESH
,173210,SOLAN,HIMACHAL PRADESH
,173211,SOLAN,HIMACHAL PRADESH
,173212,SOLAN,HIMACHAL PRADESH
,173213,SOLAN,HIMACHAL PRADESH
,173214,SOLAN,HIMACHAL PRADESH
,173215,KANDAGHAT,HIMACHAL PRADESH
,173219,SHIMLA,HIMACHAL PRADESH
,173220,PARWANOO,HIMACHAL PRADESH
,173229,SOLAN,HIMACHAL PRADESH
,174001,BILASPUR  ( H.P.),HIMACHAL PRADESH
,174006,BILASPUR  ( H.P.),HIMACHAL PRADESH
,174012,BILASPUR  ( H.P.),HIMACHAL PRADESH
,174013,BILASPUR  ( H.P.),HIMACHAL PRADESH
,174021,BILASPUR  ( H.P.),HIMACHAL PRADESH
,174029,BILASPUR  ( H.P.),HIMACHAL PRADESH
,174031,BILASPUR  ( H.P.),HIMACHAL PRADESH
,174101,SOLAN,HIMACHAL PRADESH
,174103,SOLAN,HIMACHAL PRADESH
,174303,AMBALA,HIMACHAL PRADESH
,174305,HAMIRPUR (HP),HIMACHAL PRADESH
,174315,UNA,HIMACHAL PRADESH
,174401,MANDI,HARYANA
,175001,MANDI,HIMACHAL PRADESH
,175002,MANDI,HIMACHAL PRADESH
,175008,MANDI,HIMACHAL PRADESH
,175021,MANDI,HIMACHAL PRADESH
,175024,MANDI,HIMACHAL PRADESH
,175027,MANDI,HIMACHAL PRADESH
,175044,BILASPUR  ( H.P.),HIMACHAL PRADESH
,175101,KULLU ( H.P ),HIMACHAL PRADESH
,175120,AMBALA,HARYANA
,175125,BHUNTAR,HIMACHAL PRADESH
,175131,BHUNTAR,HIMACHAL PRADESH
,175136,MANALI -HP,HIMACHAL PRADESH
,176001,KANGRA,HIMACHAL PRADESH
,176002,DHARAMSALA,HIMACHAL PRADESH
,176023,PATHANKOT,PUNJAB
,176036,MANALI -HP,HIMACHAL PRADESH
,176047,MOHALI,PUNJAB
,176051,PATHANKOT,PUNJAB
,176057,DHARAMSALA,HIMACHAL PRADESH
,176061,DERA GOPIPUR,HIMACHAL PRADESH
,176062,PALAMPUR,HIMACHAL PRADESH
,176110,HAMIRPUR (HP),HIMACHAL PRADESH
,176120,ROPAR,PUNJAB
,176201,JASSUR,HIMACHAL PRADESH
,176202,KANGRA,HIMACHAL PRADESH
,176209,DHARAMSALA,HIMACHAL PRADESH
,176213,PALAMPUR,HIMACHAL PRADESH
,176215,DHARAMSALA,HIMACHAL PRADESH
,176216,DHARAMSALA,HIMACHAL PRADESH
,176217,DHARAMSALA,HIMACHAL PRADESH
,176218,DHARAMSALA,HIMACHAL PRADESH
,176219,DHARAMSALA,HIMACHAL PRADESH
,176303,CHAMBA,HIMACHAL PRADESH
,176304,CHAMBA,HIMACHAL PRADESH
,176310,CHAMBA,HIMACHAL PRADESH
,176315,PATHANKOT,PUNJAB
,176318,CHAMBA,PUNJAB
,176402,KANGRA,PUNJAB
,177001,HAMIRPUR (HP),HIMACHAL PRADESH
,177005,HAMIRPUR (HP),HIMACHAL PRADESH
,177033,HAMIRPUR (HP),PUNJAB
,177048,HAMIRPUR (HP),HIMACHAL PRADESH
,177110,MANIPAL,KARNATAKA
,177201,AMBALA,HARYANA
,177203,UNA,HIMACHAL PRADESH
,180001,JAMMU,JAMMU AND  KASHMIR
,180002,JAMMU,JAMMU AND  KASHMIR
,180003,JAMMU,JAMMU AND  KASHMIR
,180004,JAMMU,JAMMU AND  KASHMIR
,180005,JAMMU,JAMMU AND  KASHMIR
,180006,JAMMU,JAMMU AND  KASHMIR
,180007,JAMMU,JAMMU AND  KASHMIR
,180008,JAMMU,JAMMU AND  KASHMIR
,180009,JAMMU,JAMMU AND  KASHMIR
,180010,JAMMU,JAMMU AND  KASHMIR
,180011,JAMMU,JAMMU AND  KASHMIR
,180012,JAMMU,JAMMU AND  KASHMIR
,180013,JAMMU,JAMMU AND  KASHMIR
,180014,JAMMU,JAMMU AND  KASHMIR
,180015,JAMMU,JAMMU AND  KASHMIR
,180016,JAMMU,JAMMU AND  KASHMIR
,180018,HAMIRPUR (HP),HIMACHAL PRADESH
,180019,CHANDIGARH,PUNJAB
,180121,JAMMU,JAMMU AND  KASHMIR
,180133,JAMMU,JAMMU AND  KASHMIR
,181001,KATHUA,JAMMU AND  KASHMIR
,181002,SAMBA,JAMMU AND  KASHMIR
,181101,JAMMU,JAMMU AND  KASHMIR
,181102,JAMMU,JAMMU AND  KASHMIR
,181133,JAMMU,JAMMU AND  KASHMIR
,181201,JAMMU,JAMMU AND  KASHMIR
,182101,JAMMU,JAMMU AND  KASHMIR
,182146,UDHAMPUR,JAMMU AND  KASHMIR
,182186,DODA,JAMMU AND  KASHMIR
,182202,SRINAGAR - UT,UTTARANCHAL
,182204,KISHTWAR,JAMMU AND  KASHMIR
,182222,JAMMU,JAMMU AND  KASHMIR
,182301,JAMMU,JAMMU AND  KASHMIR
,184101,KATHUA,JAMMU AND  KASHMIR
,184104,LUDHIANA,JAMMU AND  KASHMIR
,184120,SAMBA,JAMMU AND  KASHMIR
,184121,SAMBA,JAMMU AND  KASHMIR
,185101,JAMMU,JAMMU AND  KASHMIR
,185131,JAMMU,JAMMU AND  KASHMIR
,190001,SRINAGAR -JK,JAMMU AND  KASHMIR
,190002,SRINAGAR -JK,JAMMU AND  KASHMIR
,190003,SRINAGAR -JK,JAMMU AND  KASHMIR
,190004,SRINAGAR -JK,JAMMU AND  KASHMIR
,190005,SRINAGAR -JK,JAMMU AND  KASHMIR
,190006,SRINAGAR -JK,JAMMU AND  KASHMIR
,190007,SRINAGAR -JK,JAMMU AND  KASHMIR
,190008,SRINAGAR -JK,JAMMU AND  KASHMIR
,190009,SRINAGAR -JK,JAMMU AND  KASHMIR
,190010,SRINAGAR -JK,JAMMU AND  KASHMIR
,190011,SRINAGAR -JK,JAMMU AND  KASHMIR
,190012,SRINAGAR -JK,JAMMU AND  KASHMIR
,190014,SRINAGAR -JK,JAMMU AND  KASHMIR
,190015,SRINAGAR -JK,JAMMU AND  KASHMIR
,190016,SRINAGAR -JK,JAMMU AND  KASHMIR
,190018,CHANDIGARH,PUNJAB
,190020,SRINAGAR -JK,JAMMU AND  KASHMIR
,191001,SRINAGAR -JK,JAMMU AND  KASHMIR
,191002,SRINAGAR -JK,JAMMU AND  KASHMIR
,191003,SRINAGAR -JK,JAMMU AND  KASHMIR
,191004,SRINAGAR -JK,JAMMU AND  KASHMIR
,191005,SRINAGAR -JK,JAMMU AND  KASHMIR
,191006,SRINAGAR -JK,JAMMU AND  KASHMIR
,191007,SRINAGAR -JK,JAMMU AND  KASHMIR
